company,drug_name,submission_type,submission_number,submission_status,submission_status_date,submission_class_code
HIKMA,ESTRADIOL VALERATE,ORIG,1,AP,20200421,UNKNOWN
ALEMBIC,LINEZOLID,ORIG,1,AP,20151221,UNKNOWN
ALEMBIC,LINEZOLID,SUPPL,3,AP,20181217,LABELING
ALEMBIC,LINEZOLID,SUPPL,1,AP,20181217,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,5,AP,20191030,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,3,AP,20170905,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,11,AP,20240904,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,8,AP,20240904,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,2,AP,20161115,LABELING
HIKMA,DESVENLAFAXINE SUCCINATE,ORIG,1,AP,20160216,UNKNOWN
HIKMA,DESVENLAFAXINE SUCCINATE,SUPPL,7,AP,20240904,LABELING
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,9,AP,20240813,REMS
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,5,AP,20210421,REMS
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,3,AP,20200305,LABELING
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,1,AP,20200305,LABELING
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,ORIG,1,AP,20170831,UNKNOWN
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,6,AP,20210811,REMS
ZYDUS PHARMS,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,SUPPL,4,AP,20210115,REMS
ALKEM LABS LTD,FESOTERODINE FUMARATE,ORIG,1,AP,20151210,UNKNOWN
LUPIN LTD,PITAVASTATIN CALCIUM,SUPPL,3,AP,20231120,UNKNOWN
LUPIN LTD,PITAVASTATIN CALCIUM,SUPPL,1,AP,20231120,UNKNOWN
LUPIN LTD,PITAVASTATIN CALCIUM,ORIG,1,AP,20231120,UNKNOWN
LUPIN LTD,PITAVASTATIN CALCIUM,SUPPL,2,AP,20231120,UNKNOWN
HOSPIRA,BUSULFAN,SUPPL,3,AP,20210521,LABELING
HOSPIRA,BUSULFAN,ORIG,1,AP,20180731,UNKNOWN
HOSPIRA,BUSULFAN,SUPPL,4,AP,20210521,LABELING
APOTEX,MACITENTAN,SUPPL,3,AP,20250402,REMS
APOTEX,MACITENTAN,SUPPL,1,AP,20240411,REMS
APOTEX,MACITENTAN,ORIG,1,AP,20240109,UNKNOWN
APOTEX,MACITENTAN,SUPPL,2,AP,20241212,REMS
ZYDUS PHARMS,TRIENTINE HYDROCHLORIDE,ORIG,1,AP,20190426,UNKNOWN
HQ SPCLT PHARMA,IMIPENEM AND CILASTATIN,ORIG,1,AP,20191212,UNKNOWN
HQ SPCLT PHARMA,IMIPENEM AND CILASTATIN,SUPPL,2,AP,20240404,LABELING
MYLAN,FINGOLIMOD HYDROCHLORIDE,ORIG,1,AP,20210119,UNKNOWN
MYLAN,FINGOLIMOD HYDROCHLORIDE,SUPPL,4,AP,20240415,LABELING
MYLAN,FINGOLIMOD HYDROCHLORIDE,SUPPL,5,AP,20240415,LABELING
SAGENT PHARMS INC,DAPTOMYCIN,SUPPL,7,AP,20220207,LABELING
SAGENT PHARMS INC,DAPTOMYCIN,SUPPL,5,AP,20200403,LABELING
SAGENT PHARMS INC,DAPTOMYCIN,SUPPL,1,AP,20180830,LABELING
SAGENT PHARMS INC,DAPTOMYCIN,SUPPL,8,AP,20220207,LABELING
SAGENT PHARMS INC,DAPTOMYCIN,ORIG,1,AP,20170912,TYPE 5
SAGENT PHARMS INC,DAPTOMYCIN,SUPPL,11,AP,20250430,LABELING
HOSPIRA,PEMETREXED DITROMETHAMINE,ORIG,1,AP,20220610,TYPE 3
LUPIN LTD,ATOVAQUONE,SUPPL,5,AP,20190919,LABELING
LUPIN LTD,ATOVAQUONE,SUPPL,3,AP,20190919,LABELING
LUPIN LTD,ATOVAQUONE,ORIG,1,AP,20180911,UNKNOWN
MYLAN,COLCHICINE,ORIG,1,AP,20190916,UNKNOWN
MYLAN,COLCHICINE,SUPPL,2,AP,20240529,LABELING
TEVA PHARMS USA INC,,ORIG,1,TA,20240201,UNKNOWN
ACCORD HLTHCARE INC,BUSULFAN,SUPPL,6,AP,20240722,LABELING
ACCORD HLTHCARE INC,BUSULFAN,SUPPL,2,AP,20220310,LABELING
ACCORD HLTHCARE INC,BUSULFAN,ORIG,1,AP,20190222,UNKNOWN
ASCENT PHARMS INC,HYDROMORPHONE HYDROCHLORIDE,ORIG,1,AP,20180117,UNKNOWN
ASCENT PHARMS INC,HYDROMORPHONE HYDROCHLORIDE,SUPPL,3,AP,20241031,REMS
ASCENT PHARMS INC,HYDROMORPHONE HYDROCHLORIDE,SUPPL,2,AP,20180918,REMS
PIRAMAL CRITICAL,GLYCOPYRROLATE,ORIG,1,AP,20181025,UNKNOWN
TEVA PHARMS USA INC,LAPATINIB DITOSYLATE,ORIG,1,AP,20240816,UNKNOWN
THEA PHARMA,IYUZEH,SUPPL,2,AP,20240916,LABELING
THEA PHARMA,IYUZEH,ORIG,1,AP,20221213,TYPE 5
MSN,NELARABINE,ORIG,1,AP,20240913,UNKNOWN
HARROW EYE,VEVYE,SUPPL,3,AP,20240528,LABELING
HARROW EYE,VEVYE,ORIG,1,AP,20230530,TYPE 5
JANSSEN PHARMS,RISPERDAL,SUPPL,36,AP,20061006,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,5,AP,19960307,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,42,AP,20050817,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,3,AP,19950412,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,87,AP,20221202,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,26,AP,20031204,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,1,AP,19940824,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,85,AP,20200205,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,24,AP,20021119,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,77,AP,20160301,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,83,AP,20210212,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,14,AP,19990510,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,67,AP,20120312,LABELING
JANSSEN PHARMS,RISPERDAL,ORIG,1,AP,19931229,TYPE 1
JANSSEN PHARMS,RISPERDAL,SUPPL,20,AP,20011022,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,59,AP,20110824,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,73,AP,20140428,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,12,AP,19981026,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,65,AP,20120802,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,71,AP,20130208,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,10,AP,19980513,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,63,AP,20101201,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,55,AP,20100830,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,47,AP,20070822,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,61,AP,20100830,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,8,AP,20020303,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,6,AP,19980402,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,35,AP,20031121,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,4,AP,19960228,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,88,AP,20250122,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,27,AP,20031204,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,41,AP,20061006,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,19,AP,20010720,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,2,AP,19941222,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,33,AP,20030910,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,25,AP,20031029,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,78,AP,20170223,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,23,AP,20020709,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,76,AP,20160209,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,15,AP,19991027,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,82,AP,20190125,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,21,AP,20010928,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,13,AP,19990127,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,66,AP,20110924,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,80,AP,20180727,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,58,AP,20100830,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,72,AP,20130613,MANUF (CMC)
JANSSEN PHARMS,RISPERDAL,SUPPL,64,AP,20110615,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,56,AP,20090719,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,62,AP,20100830,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,54,AP,20080814,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,9,AP,19990702,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,46,AP,20070822,EFFICACY
JANSSEN PHARMS,RISPERDAL,SUPPL,60,AP,20110924,LABELING
JANSSEN PHARMS,RISPERDAL,SUPPL,7,AP,19971017,EFFICACY
GLAND,TOBRAMYCIN,SUPPL,1,AP,20210713,LABELING
GLAND,TOBRAMYCIN,ORIG,1,AP,20210309,UNKNOWN
VISTAPHARM LLC,DIGOXIN,ORIG,1,AP,20191004,UNKNOWN
MSN,CLOBAZAM,ORIG,1,AP,20210511,UNKNOWN
MSN,CLOBAZAM,SUPPL,1,AP,20240227,LABELING
MSN,CLOBAZAM,SUPPL,2,AP,20240715,LABELING
APGDI,MYRBETRIQ GRANULES,ORIG,1,AP,20210325,TYPE 3
ACTELION,UPTRAVI,ORIG,1,AP,20210729,TYPE 3
STRIDES PHARMA,LEVETIRACETAM,SUPPL,2,AP,20241113,LABELING
STRIDES PHARMA,LEVETIRACETAM,ORIG,1,AP,20231120,UNKNOWN
STRIDES PHARMA,LEVETIRACETAM,SUPPL,1,AP,20241113,LABELING
PADAGIS ISRAEL,DAPSONE,ORIG,1,AP,20231031,UNKNOWN
BIONPHARMA,LOPERAMIDE HYDROCHLORIDE,ORIG,1,AP,20211022,UNKNOWN
LUPIN,MIDOSTAURIN,ORIG,1,AP,20240510,UNKNOWN
VANDA PHARMS INC,FANAPT,SUPPL,18,AP,20170223,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,24,AP,20250122,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,6,AP,20110907,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,16,AP,20160329,MANUF (CMC)
VANDA PHARMS INC,FANAPT,SUPPL,4,AP,20110321,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,14,AP,20150330,MANUF (CMC)
VANDA PHARMS INC,FANAPT,SUPPL,2,AP,20101201,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,20,AP,20170106,MANUF (CMC)
VANDA PHARMS INC,FANAPT,SUPPL,12,AP,20130719,MANUF (CMC)
VANDA PHARMS INC,FANAPT,SUPPL,10,AP,20130712,MANUF (CMC)
VANDA PHARMS INC,FANAPT,SUPPL,9,AP,20120127,LABELING
VANDA PHARMS INC,FANAPT,ORIG,1,AP,20090506,TYPE 1
VANDA PHARMS INC,FANAPT,SUPPL,7,AP,20130131,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,17,AP,20160105,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,23,AP,20240402,EFFICACY
VANDA PHARMS INC,FANAPT,SUPPL,5,AP,20110907,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,15,AP,20160526,EFFICACY
VANDA PHARMS INC,FANAPT,SUPPL,21,AP,20170223,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,13,AP,20140421,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,1,AP,20100824,LABELING
VANDA PHARMS INC,FANAPT,SUPPL,11,AP,20130530,MANUF (CMC)
KENVUE BRANDS,ZYRTEC ALLERGY,ORIG,1,AP,20100903,TYPE 3
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,6,AP,20160801,MANUF (CMC)
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,4,AP,20140221,MANUF (CMC)
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,7,AP,20160823,LABELING
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,3,AP,20140224,MANUF (CMC)
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,1,AP,20111201,LABELING
KENVUE BRANDS,ZYRTEC ALLERGY,SUPPL,14,AP,20241115,LABELING
ZYDUS LIFESCIENCES,KETOCONAZOLE,ORIG,1,AP,20250307,UNKNOWN
MERCK SHARP DOHME,WINREVAIR,ORIG,1,AP,20240326,TYPE 1
SERONO INC,NOVANTRONE,ORIG,1,AP,20001013,TYPE 6
ORGANON,ZETIA,SUPPL,1,AP,20040723,LABELING
ORGANON,ZETIA,SUPPL,11,AP,20050322,LABELING
ORGANON,ZETIA,SUPPL,36,AP,20130604,MANUF (CMC)
ORGANON,ZETIA,SUPPL,42,AP,20230720,LABELING
ORGANON,ZETIA,SUPPL,34,AP,20130111,MANUF (CMC)
ORGANON,ZETIA,SUPPL,26,AP,20090721,LABELING
ORGANON,ZETIA,SUPPL,40,AP,20191003,LABELING
ORGANON,ZETIA,SUPPL,18,AP,20071210,LABELING
ORGANON,ZETIA,SUPPL,6,AP,20040922,LABELING
ORGANON,ZETIA,SUPPL,16,AP,20061102,LABELING
ORGANON,ZETIA,SUPPL,30,AP,20110729,EFFICACY
ORGANON,ZETIA,SUPPL,4,AP,20040723,LABELING
ORGANON,ZETIA,SUPPL,14,AP,20060119,LABELING
ORGANON,ZETIA,SUPPL,2,AP,20071210,MANUF (CMC)
ORGANON,ZETIA,SUPPL,20,AP,20080605,EFFICACY
ORGANON,ZETIA,SUPPL,12,AP,20060316,EFFICACY
ORGANON,ZETIA,SUPPL,37,AP,20140930,LABELING
ORGANON,ZETIA,SUPPL,43,AP,20240221,LABELING
ORGANON,ZETIA,SUPPL,35,AP,20130215,MANUF (CMC)
ORGANON,ZETIA,SUPPL,27,AP,20090721,LABELING
ORGANON,ZETIA,ORIG,1,AP,20021025,TYPE 1
ORGANON,ZETIA,SUPPL,19,AP,20080207,LABELING
ORGANON,ZETIA,SUPPL,33,AP,20120124,EFFICACY
ORGANON,ZETIA,SUPPL,25,AP,20090127,MANUF (CMC)
ORGANON,ZETIA,SUPPL,7,AP,20050302,LABELING
ORGANON,ZETIA,SUPPL,15,AP,20060316,LABELING
ORGANON,ZETIA,SUPPL,21,AP,20080605,LABELING
ORGANON,ZETIA,SUPPL,3,AP,20040723,LABELING
ORGANON,ZETIA,SUPPL,13,AP,20060523,EFFICACY
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,1,AP,20060522,LABELING
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,15,AP,20200131,LABELING
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,11,AP,20150210,LABELING
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,8,AP,20121130,MANUF (CMC)
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,16,AP,20201229,LABELING
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,14,AP,20190611,LABELING
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,10,AP,20131213,LABELING
KENVUE BRANDS,MEN'S ROGAINE,ORIG,1,AP,20060120,TYPE 3
KENVUE BRANDS,MEN'S ROGAINE,SUPPL,9,AP,20140228,EFFICACY
BARR,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,SUPPL,1,AP,20010823,MANUF (CMC)
BARR,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ORIG,1,AP,20000726,
HIKMA INTL PHARMS,ISOSORBIDE DINITRATE,ORIG,1,AP,20070110,
EPIC PHARMA LLC,OXYCODONE AND ASPIRIN,SUPPL,5,AP,20250307,LABELING
EPIC PHARMA LLC,OXYCODONE AND ASPIRIN,SUPPL,3,AP,20241031,REMS
EPIC PHARMA LLC,OXYCODONE AND ASPIRIN,SUPPL,4,AP,20241121,LABELING
EPIC PHARMA LLC,OXYCODONE AND ASPIRIN,ORIG,1,AP,20200716,
BAUSCH,NORGESIC FORTE,SUPPL,21,AP,20021125,LABELING
BAUSCH,NORGESIC FORTE,SUPPL,11,AP,19770727,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,28,AP,19970912,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,26,AP,19931216,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,24,AP,19880330,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,30,AP,20210428,LABELING
BAUSCH,NORGESIC FORTE,SUPPL,22,AP,19870428,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,20,AP,19860131,LABELING
BAUSCH,NORGESIC FORTE,SUPPL,12,AP,19770727,MANUF (CMC)
BAUSCH,NORGESIC FORTE,ORIG,1,AP,19640304,TYPE 4
BAUSCH,NORGESIC FORTE,SUPPL,29,AP,19990326,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,27,AP,19950613,MANUF (CMC)
BAUSCH,NORGESIC FORTE,SUPPL,23,AP,19931105,MANUF (CMC)
ORGANON USA INC,MAXIBOLIN,ORIG,1,AP,19650107,TYPE 3
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,15,AP,19961011,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,21,AP,19990312,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,13,AP,19941103,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,11,AP,19921030,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,6,AP,19880715,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,4,AP,19880817,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,18,AP,19990312,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,ORIG,1,AP,19870615,
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,16,AP,19970107,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,14,AP,19950510,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,20,AP,19980814,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,12,AP,19931222,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,10,AP,19930317,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,9,AP,19920427,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,7,AP,19910909,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,5,AP,19880817,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,3,AP,19880817,MANUF (CMC)
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,1,AP,19871106,LABELING
HOSPIRA,METHYLDOPATE HYDROCHLORIDE,SUPPL,19,AP,19990312,MANUF (CMC)
WYETH AYERST,CEFPIRAMIDE SODIUM,ORIG,1,AP,19890131,TYPE 1
WYETH AYERST,CEFPIRAMIDE SODIUM,SUPPL,4,AP,19910821,MANUF (CMC)
WYETH AYERST,CEFPIRAMIDE SODIUM,SUPPL,2,AP,19890510,MANUF (CMC)
DOW PHARM,NEO-POLYCIN,ORIG,1,AP,19540419,
APOTEX,CYCLOSPORINE,ORIG,1,AP,20020509,
APOTEX,CYCLOSPORINE,SUPPL,8,AP,20140226,LABELING
APOTEX,CYCLOSPORINE,SUPPL,4,AP,20060508,LABELING
APOTEX,CYCLOSPORINE,SUPPL,9,AP,20140226,LABELING
APOTEX,CYCLOSPORINE,SUPPL,5,AP,20060627,LABELING
HIKMA,CEFADROXIL,ORIG,1,AP,20060207,
HIKMA,CEFADROXIL,SUPPL,1,AP,20080729,LABELING
SAVAGE LABS,MYTREX F,SUPPL,2,AP,19950725,MANUF (CMC)
SAVAGE LABS,MYTREX F,SUPPL,3,AP,19960307,MANUF (CMC)
SAVAGE LABS,MYTREX F,SUPPL,1,AP,19940425,LABELING
SAVAGE LABS,MYTREX F,ORIG,1,AP,19851008,
HOSPIRA,ACETYLCYSTEINE,SUPPL,8,AP,20020118,MANUF (CMC)
HOSPIRA,ACETYLCYSTEINE,SUPPL,6,AP,20010504,MANUF (CMC)
HOSPIRA,ACETYLCYSTEINE,SUPPL,4,AP,19981118,MANUF (CMC)
HOSPIRA,ACETYLCYSTEINE,ORIG,1,AP,20071120,
HOSPIRA,ACETYLCYSTEINE,SUPPL,12,AP,20060829,LABELING
HOSPIRA,ACETYLCYSTEINE,SUPPL,9,AP,20020118,LABELING
HOSPIRA,ACETYLCYSTEINE,SUPPL,7,AP,20010917,MANUF (CMC)
HOSPIRA,ACETYLCYSTEINE,SUPPL,5,AP,19980610,LABELING
HOSPIRA,ACETYLCYSTEINE,SUPPL,3,AP,19980313,LABELING
WATSON LABS,IBUPROFEN,ORIG,1,AP,19870904,
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,8,AP,20000707,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,ORIG,1,AP,19890126,
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,4,AP,19920908,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,2,AP,19920210,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,7,AP,19980805,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,5,AP,19940511,MANUF (CMC)
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,3,AP,19920406,LABELING
PLIVA,VERAPAMIL HYDROCHLORIDE,SUPPL,1,AP,19911212,LABELING
TEVA,TORSEMIDE,SUPPL,5,AP,20100416,LABELING
TEVA,TORSEMIDE,SUPPL,1,AP,20021106,MANUF (CMC)
TEVA,TORSEMIDE,ORIG,1,AP,20020514,
TEVA,TORSEMIDE,SUPPL,6,AP,20190310,LABELING
SUN PHARM INDS INC,TICLOPIDINE HYDROCHLORIDE,ORIG,1,AP,20020926,
SUN PHARM INDS INC,TICLOPIDINE HYDROCHLORIDE,SUPPL,11,AP,20150911,LABELING
SUN PHARM INDS INC,TICLOPIDINE HYDROCHLORIDE,SUPPL,2,AP,20030131,LABELING
TEVA PARENTERAL,CALCITRIOL,SUPPL,4,AP,20090716,LABELING
TEVA PARENTERAL,CALCITRIOL,ORIG,1,AP,20030331,
SUN PHARM INDUSTRIES,MINOXIDIL,ORIG,1,AP,19951213,
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,25,AP,20180515,LABELING
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,5,AP,20000516,MANUF (CMC)
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,3,AP,19971205,MANUF (CMC)
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,1,AP,19960528,MANUF (CMC)
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,11,AP,20040616,LABELING
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,6,AP,20020606,MANUF (CMC)
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,4,AP,20000516,MANUF (CMC)
SUN PHARM INDUSTRIES,MINOXIDIL,SUPPL,2,AP,19970224,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,9,AP,19980317,LABELING
TEVA,KETOPROFEN,SUPPL,7,AP,19970314,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,5,AP,19950731,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,28,AP,20160509,LABELING
TEVA,KETOPROFEN,SUPPL,3,AP,19950216,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,1,AP,19940715,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,16,AP,20011024,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,30,AP,20210428,LABELING
TEVA,KETOPROFEN,SUPPL,14,AP,20000114,MANUF (CMC)
TEVA,KETOPROFEN,ORIG,1,AP,19921222,
TEVA,KETOPROFEN,SUPPL,12,AP,19980714,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,10,AP,19970513,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,8,AP,19970314,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,2,AP,19940906,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,31,AP,20241121,LABELING
TEVA,KETOPROFEN,SUPPL,23,AP,20061129,LABELING
TEVA,KETOPROFEN,SUPPL,15,AP,20000707,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,21,AP,20060308,LABELING
TEVA,KETOPROFEN,SUPPL,13,AP,19990326,MANUF (CMC)
TEVA,KETOPROFEN,SUPPL,11,AP,19971210,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,17,AP,19990223,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,5,AP,19960425,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,15,AP,19980616,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,3,AP,19950823,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,13,AP,19980616,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,1,AP,19940916,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,11,AP,19970620,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,18,AP,20021011,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,6,AP,19960425,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,16,AP,19980616,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,4,AP,19940916,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,14,AP,19980616,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,2,AP,19950823,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,12,AP,19970422,LABELING
TEVA PHARMS USA,ETOPOSIDE,SUPPL,10,AP,19970611,MANUF (CMC)
TEVA PHARMS USA,ETOPOSIDE,SUPPL,9,AP,19960927,LABELING
TEVA PHARMS USA,ETOPOSIDE,ORIG,1,AP,19940210,
TEVA PHARMS USA,ETOPOSIDE,SUPPL,7,AP,19960425,MANUF (CMC)
P AND L,MINOXIDIL (FOR MEN),SUPPL,15,AP,20050414,LABELING
